LotFrontage,LotArea,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
153,4118,1941,1950,0,693,693,693,0,693,0,0,20,0,3,2006,52500
95,13450,2002,2002,700,216,916,920,941,1861,492,146,91,0,6,2006,200000
120,9560,1972,1972,360,504,864,864,0,864,288,0,0,0,6,2006,128500
70,8294,1971,1971,0,858,858,872,0,872,480,0,0,0,6,2007,123000
66,13695,2003,2004,814,300,1114,1114,0,1114,576,0,78,0,7,2008,155000
70,9375,2002,2002,0,1284,1284,1284,885,2169,647,192,87,0,8,2007,228500
57,7558,1928,1950,0,896,896,1172,741,1913,342,0,0,0,3,2009,177000
85,11103,2006,2006,0,728,728,728,728,1456,440,0,0,0,7,2007,155835
50,6000,1920,1950,250,710,960,960,0,960,308,0,0,168,7,2007,108500
70,20781,1968,2003,297,1203,1568,2156,0,2156,508,0,80,0,6,2006,262500
93,15306,2006,2007,80,1652,1732,1776,0,1776,712,0,0,0,5,2007,283463
70,16196,1998,1998,1443,39,1482,1494,0,1494,514,402,25,0,8,2007,215000
50,5250,1872,1987,259,425,684,938,1215,2358,0,0,54,20,12,2008,122000
91,11643,1969,1969,500,748,1248,1338,1296,2634,968,0,0,0,8,2009,200000
70,9247,1962,1962,319,539,858,858,858,1716,490,0,84,0,3,2008,171000
50,6000,1937,2000,0,698,698,786,390,1176,624,210,0,0,7,2009,134900
56,14720,1995,1996,816,1217,2033,2053,1185,3238,666,283,86,0,3,2010,410000
70,10316,2000,2000,735,257,992,992,873,1865,839,0,184,0,6,2008,235000
102,10192,1968,1992,0,570,570,1222,698,1920,487,0,98,0,9,2006,170000
70,9477,1966,1966,340,524,864,892,0,892,264,0,0,0,10,2008,110000
70,12537,1971,2008,734,344,1078,1078,0,1078,500,0,0,0,4,2010,149900
70,2117,2000,2000,378,378,756,769,804,1573,440,0,32,0,6,2010,177500
129,16737,2004,2005,1447,533,1980,1980,0,1980,770,194,45,0,9,2006,315000
51,9842,1921,1998,0,612,612,990,1611,2601,621,183,0,301,5,2008,189000
124,16158,2005,2005,1274,256,1530,1530,0,1530,430,168,36,0,6,2009,260000
70,12513,1920,2007,0,715,715,1281,457,1738,368,55,0,0,6,2009,104900
73,8499,2006,2007,0,616,616,616,796,1412,432,0,36,0,3,2007,156932
30,3180,2005,2005,0,600,600,520,600,1200,480,0,166,0,4,2006,144152
70,7500,2000,2000,533,281,814,814,860,1674,663,0,96,0,1,2010,216000
68,9179,1999,1999,633,240,873,882,908,1790,588,0,88,0,6,2008,193000
41,2665,1977,1977,548,36,757,925,550,1475,336,104,26,0,7,2006,127000
70,4435,2003,2004,685,163,848,848,0,848,420,140,0,0,6,2009,144000
48,10635,2003,2003,370,315,1657,1668,0,1668,502,0,262,0,5,2010,232000
90,5400,1920,1950,315,420,840,840,534,1374,338,0,0,198,10,2009,105000
80,9600,1955,1996,831,161,992,1661,0,1661,377,0,28,0,10,2008,165500
75,9750,1998,1998,975,133,1108,1108,989,2097,583,253,170,0,6,2006,274300
70,11400,2001,2002,1282,1351,2633,2633,0,2633,804,314,140,0,3,2007,466500
85,10625,2005,2005,0,1026,1026,1026,932,1958,936,154,210,0,7,2008,250000
89,10991,2007,2007,0,1571,1571,1571,0,1571,722,100,36,0,12,2007,239000
52,6292,1930,1950,384,384,768,790,0,790,160,0,141,0,4,2008,91000
60,10998,1941,1960,408,156,984,984,620,1604,660,0,68,0,7,2009,117000
21,1953,1973,1973,309,174,483,483,504,987,264,72,0,0,6,2006,83000
73,9735,2006,2007,0,384,384,754,640,1394,400,100,0,0,5,2008,167500
45,8212,1914,1950,203,661,864,864,0,864,200,0,0,96,6,2010,58500
70,12925,1970,1970,865,340,1205,2117,0,2117,550,0,42,0,5,2008,237500
60,7200,1920,1950,0,596,596,998,764,1762,576,36,0,221,10,2006,157000
70,25339,1918,2007,0,816,816,1416,0,1416,576,0,0,112,8,2007,112000
60,9060,1939,1950,204,356,560,698,560,1258,280,0,0,0,10,2009,105000
40,5436,1922,2007,735,61,796,796,358,1154,240,0,96,0,5,2010,125500
80,16692,1978,1978,790,133,1392,1392,1392,2784,564,0,112,0,7,2006,250000
60,8520,1916,1950,168,0,714,1664,862,2526,216,88,15,0,8,2007,136000
42,14892,2006,2007,1320,426,1746,1746,0,1746,758,201,39,0,10,2009,377500
60,6000,1941,1950,375,360,735,869,349,1218,440,0,0,0,3,2007,131000
70,9100,2000,2000,1400,125,1525,1525,0,1525,541,219,36,0,9,2006,235000
65,8944,1967,1967,0,1584,1584,1584,0,1584,792,0,152,0,4,2009,124000
68,7838,1967,1967,769,95,864,900,0,900,288,175,144,0,12,2006,123000
60,10800,1905,2000,0,482,482,1221,691,1912,672,0,25,212,4,2008,163000
53,4045,2006,2006,1070,286,1356,1500,0,1500,648,161,20,0,10,2006,246578
88,12665,2005,2006,0,1094,1094,1133,1349,2482,642,144,39,0,2,2007,281213
70,57200,1948,1950,353,60,747,1687,0,1687,572,0,0,50,6,2010,160000
51,6120,1920,2004,0,939,939,939,574,1513,180,24,0,150,5,2007,137500
60,7200,1950,1982,180,676,1208,1136,768,1904,240,0,0,168,5,2009,138000
51,6171,1925,1990,264,712,976,1160,448,1608,216,147,16,0,10,2009,137450
50,6000,1929,1950,0,862,862,950,208,1158,208,0,0,112,7,2008,120000
62,7415,2004,2004,759,80,839,864,729,1593,398,100,75,0,4,2008,193000
64,6762,2006,2006,0,1286,1286,1294,0,1294,662,168,55,0,7,2006,193879
49,15256,2007,2007,929,556,1485,1464,0,1464,754,168,160,0,8,2007,282922
60,10410,1915,1950,0,672,672,694,520,1214,936,216,0,160,1,2006,105000
44,3842,2004,2005,1373,221,1594,1646,0,1646,482,128,53,0,1,2008,275000
70,8445,1972,2007,656,112,768,768,0,768,396,58,0,0,3,2009,133000
70,8780,1985,1985,625,208,833,833,0,833,0,0,0,0,3,2009,112000
60,7740,1910,1950,0,622,622,741,622,1363,528,0,0,0,6,2010,125500
46,20544,1986,1991,0,791,791,1236,857,2093,542,364,63,0,11,2008,215000
79,12420,2001,2001,666,278,944,944,896,1840,622,0,45,0,6,2009,230000
80,9600,1950,2005,120,736,856,1112,556,1668,271,0,0,0,9,2009,140000
60,7200,1949,1950,0,0,0,1040,0,1040,420,0,0,0,6,2009,90000
88,10994,2005,2006,976,868,1844,1844,0,1844,620,165,44,0,9,2009,257000
64,13053,1923,2000,0,833,833,1053,795,1848,370,0,0,0,6,2008,207000
51,3635,2007,2007,988,398,1386,1569,0,1569,660,143,20,0,5,2009,175900
60,11340,1885,1950,0,777,777,1246,1044,2290,560,0,0,114,4,2010,122500
70,16545,1998,1998,781,503,1284,1310,1140,2450,1069,0,126,0,5,2009,340000
71,9204,1963,1963,25,247,1144,1144,0,1144,336,0,88,0,8,2008,124000
70,16381,1969,1969,1110,734,1844,1844,0,1844,540,0,73,216,12,2006,223000
90,11700,1968,1968,404,304,708,708,708,1416,776,0,169,0,5,2006,179900
53,4043,1977,1977,360,709,1069,1069,0,1069,440,0,55,0,7,2010,127500
37,4435,2003,2003,686,162,848,848,0,848,420,140,0,0,3,2008,136500
70,19690,1966,1966,0,697,697,1575,626,2201,432,586,236,0,8,2006,274970
70,9503,1958,1983,457,193,1024,1344,0,1344,484,316,28,0,6,2007,144000
80,10721,1959,1959,0,1252,1252,1252,0,1252,528,0,39,0,10,2008,142000
81,10944,1994,1994,1000,223,1223,1223,904,2127,525,171,132,0,8,2008,271000
60,10930,1945,1950,580,333,913,1048,510,1558,288,0,0,0,4,2008,140000
60,7200,1940,1992,510,278,788,804,0,804,240,0,0,154,2,2010,119000
70,12546,1981,1981,678,762,1440,1440,0,1440,467,0,0,99,4,2007,182900
60,21930,2005,2005,0,732,732,734,1104,1838,372,100,40,0,7,2006,192140
70,4928,1976,1976,958,0,958,958,0,958,440,0,60,0,10,2009,143750
60,10800,1927,2007,0,656,656,968,0,968,216,0,0,0,8,2007,64500
93,10261,2000,2000,0,936,936,962,830,1792,451,0,0,0,5,2008,186500
80,17400,1977,1977,936,190,1126,1126,0,1126,484,295,41,0,5,2006,160000
80,8400,1962,2005,0,1319,1319,1537,0,1537,462,0,36,0,7,2008,174000
60,9000,1971,1971,616,248,864,864,0,864,528,0,0,0,5,2007,120500
96,12444,2008,2008,1336,596,1932,1932,0,1932,774,0,66,0,11,2008,394617
90,7407,1957,1996,600,312,912,1236,0,1236,923,0,158,158,4,2010,149700
80,11584,1979,1979,315,114,539,1040,685,1725,550,0,88,216,11,2007,197000
79,11526,1922,1994,0,588,588,1423,748,2555,672,431,0,0,9,2008,191000
70,4426,2004,2004,697,151,848,848,0,848,420,149,0,0,5,2008,149300
85,11003,2008,2008,765,252,1017,1026,981,2007,812,168,52,0,4,2009,310000
70,8854,1916,1950,0,952,952,952,0,952,192,0,98,0,5,2009,121000
63,8500,2004,2004,0,1422,1422,1422,0,1422,626,192,60,0,11,2007,179600
70,8400,1966,1966,187,0,814,913,0,913,240,0,0,252,5,2007,129000
70,26142,1962,1962,593,595,1188,1188,0,1188,312,261,39,0,4,2010,157900
80,10000,1995,1996,1079,141,1220,1220,870,2090,556,0,65,0,12,2007,240000
70,11767,1910,2000,0,560,560,796,550,1346,384,168,24,0,5,2007,112000
21,1533,1970,1970,553,77,630,630,0,630,0,0,0,0,8,2006,92000
60,9000,1974,1974,0,896,896,896,896,1792,0,32,45,0,9,2009,136000
78,9262,2008,2009,0,1573,1573,1578,0,1578,840,0,36,0,5,2009,287090
35,3675,2005,2005,547,0,547,1072,0,1072,525,0,28,0,5,2006,145000
90,17217,2006,2006,0,1140,1140,1140,0,1140,0,36,56,0,7,2006,84500
62,7500,2004,2005,410,811,1221,1221,0,1221,400,0,113,0,10,2009,185000
62,7917,1999,2000,0,953,953,953,694,1647,460,0,40,0,8,2007,175000
85,13175,1978,1988,790,589,1542,2073,0,2073,500,349,0,0,2,2010,210000
66,9042,1941,2006,275,877,1152,1188,1152,2340,252,0,60,0,5,2010,266500
68,9717,1950,1996,49,0,1078,1078,0,1078,240,366,0,112,4,2010,142125
75,9937,1965,1965,830,136,1256,1256,0,1256,276,736,68,0,6,2008,147500
